condition,drug_name,review_count,average_rating,total_useful_count,positive_reviews,mixed_reviews,negative_reviews,positive_rate,quality_flags
psoriatic arthritis,certolizumab,4,3.75,27,1,0,3,0.250,patient_reported_not_prescribing_guidance
psoriatic arthritis,cimzia,4,3.75,27,1,0,3,0.250,patient_reported_not_prescribing_guidance
psoriatic arthritis,leflunomide,3,5.33,82,1,1,1,0.333,patient_reported_not_prescribing_guidance
psoriatic arthritis,prednisone,1,8.00,24,1,0,0,1.000,patient_reported_not_prescribing_guidance
psychosis,haloperidol,30,7.23,560,18,6,6,0.600,patient_reported_not_prescribing_guidance
psychosis,haldol,9,8.44,391,8,0,1,0.889,patient_reported_not_prescribing_guidance
psychosis,fluphenazine,6,7.33,101,4,1,1,0.667,patient_reported_not_prescribing_guidance
psychosis,perphenazine,6,5.50,81,3,1,2,0.500,patient_reported_not_prescribing_guidance
psychosis,fanapt,5,7.40,93,3,1,1,0.600,patient_reported_not_prescribing_guidance
psychosis,iloperidone,5,7.40,93,3,1,1,0.600,patient_reported_not_prescribing_guidance
psychosis,thiothixene,4,9.50,95,4,0,0,1.000,patient_reported_not_prescribing_guidance
psychosis,prolixin,4,6.75,99,2,1,1,0.500,patient_reported_not_prescribing_guidance
psychosis,navane,3,9.33,90,3,0,0,1.000,patient_reported_not_prescribing_guidance
psychosis,trilafon,3,3.67,48,1,0,2,0.333,patient_reported_not_prescribing_guidance
psychosis,chlorpromazine,2,8.00,4,1,1,0,0.500,patient_reported_not_prescribing_guidance
psychosis,compazine,1,9.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
psychosis,prochlorperazine,1,9.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
psychosis,haldol decanoate,1,8.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
pudendal neuralgia,amitriptyline,2,10.00,16,2,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary edema,furosemide,1,9.00,17,1,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary embolism,rivaroxaban,28,6.71,632,15,6,7,0.536,patient_reported_not_prescribing_guidance
pulmonary embolism,xarelto,25,6.60,625,13,5,7,0.520,patient_reported_not_prescribing_guidance
pulmonary embolism,apixaban,6,8.17,161,4,2,0,0.667,patient_reported_not_prescribing_guidance
pulmonary embolism,eliquis,3,9.00,135,3,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary embolism,dabigatran,2,6.00,9,1,0,1,0.500,patient_reported_not_prescribing_guidance
pulmonary embolism,pradaxa,2,6.00,9,1,0,1,0.500,patient_reported_not_prescribing_guidance
pulmonary embolism,arixtra,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary embolism,fondaparinux,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
"pulmonary embolism, first event",warfarin,2,10.00,33,2,0,0,1.000,patient_reported_not_prescribing_guidance
"pulmonary embolism, recurrent event",warfarin,3,8.67,79,3,0,0,1.000,patient_reported_not_prescribing_guidance
"pulmonary embolism, recurrent event",rivaroxaban,2,9.00,20,2,0,0,1.000,patient_reported_not_prescribing_guidance
"pulmonary embolism, recurrent event",xarelto,2,9.00,20,2,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,treprostinil,9,7.44,61,5,3,1,0.556,patient_reported_not_prescribing_guidance
pulmonary hypertension,tyvaso,8,7.88,61,5,3,0,0.625,patient_reported_not_prescribing_guidance
pulmonary hypertension,ambrisentan,7,8.43,141,6,0,1,0.857,patient_reported_not_prescribing_guidance
pulmonary hypertension,letairis,7,8.43,141,6,0,1,0.857,patient_reported_not_prescribing_guidance
pulmonary hypertension,selexipag,6,4.33,37,0,4,2,0.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,uptravi,5,4.20,37,0,3,2,0.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,adcirca,4,5.25,43,1,2,1,0.250,patient_reported_not_prescribing_guidance
pulmonary hypertension,tadalafil,4,5.25,43,1,2,1,0.250,patient_reported_not_prescribing_guidance
pulmonary hypertension,revatio,3,9.33,88,3,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,sildenafil,3,9.33,88,3,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,epoprostenol,2,8.00,13,1,1,0,0.500,patient_reported_not_prescribing_guidance
pulmonary hypertension,flolan,2,8.00,13,1,1,0,0.500,patient_reported_not_prescribing_guidance
pulmonary hypertension,bosentan,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,tracleer,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,remodulin,1,4.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,adempas,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
pulmonary hypertension,riociguat,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
pupillary dilation,tropicamide,2,3.00,15,0,1,1,0.000,patient_reported_not_prescribing_guidance
pupillary dilation,hydroxyamphetamine tropicamide,2,2.00,2,0,0,2,0.000,patient_reported_not_prescribing_guidance
pupillary dilation,paremyd,2,2.00,2,0,0,2,0.000,patient_reported_not_prescribing_guidance
rabies prophylaxis,"rabies vaccine, human diploid cell",1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
radionuclide myocardial perfusion study,lexiscan,1,1.00,6,0,0,1,0.000,patient_reported_not_prescribing_guidance
radionuclide myocardial perfusion study,regadenoson,1,1.00,6,0,0,1,0.000,patient_reported_not_prescribing_guidance
ramsay hunt syndrome,valacyclovir,1,8.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,nifedipine,24,7.38,519,15,5,4,0.625,patient_reported_not_prescribing_guidance
raynaud's syndrome,procardia,4,6.50,108,2,1,1,0.500,patient_reported_not_prescribing_guidance
raynaud's syndrome,amlodipine,3,7.67,180,2,1,0,0.667,patient_reported_not_prescribing_guidance
raynaud's syndrome,nitro-bid,2,10.00,86,2,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,nitroglycerin,2,10.00,86,2,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,felodipine,2,9.50,28,2,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,prazosin,2,9.50,6,2,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,norvasc,2,7.50,140,1,1,0,0.500,patient_reported_not_prescribing_guidance
raynaud's syndrome,isoxsuprine,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,plendil,1,9.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,vasodilan,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,cardizem,1,8.00,62,1,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,diltiazem,1,8.00,62,1,0,0,1.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,dynacirc cr,1,5.00,4,0,1,0,0.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,isradipine,1,5.00,4,0,1,0,0.000,patient_reported_not_prescribing_guidance
raynaud's syndrome,nifedical xl,1,4.00,42,0,0,1,0.000,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,gabapentin,14,5.79,78,5,4,5,0.357,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,pregabalin,10,8.10,118,8,1,1,0.800,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,lyrica,6,7.00,73,4,1,1,0.667,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,trazodone,5,7.00,146,3,1,1,0.600,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,milnacipran,4,7.00,69,3,0,1,0.750,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,savella,4,7.00,69,3,0,1,0.750,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,amitriptyline,4,5.75,23,2,0,2,0.500,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,nortriptyline,1,7.00,21,0,1,0,0.000,patient_reported_not_prescribing_guidance
reflex sympathetic dystrophy syndrome,neurontin,1,5.00,15,0,1,0,0.000,patient_reported_not_prescribing_guidance
reiter's syndrome,adalimumab,3,8.67,15,3,0,0,1.000,patient_reported_not_prescribing_guidance
reiter's syndrome,humira,2,8.50,12,2,0,0,1.000,patient_reported_not_prescribing_guidance
rejection prophylaxis,myfortic,2,10.00,35,2,0,0,1.000,patient_reported_not_prescribing_guidance
rejection prophylaxis,mycophenolic acid,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,pazopanib,35,8.66,1867,29,5,1,0.829,patient_reported_not_prescribing_guidance
renal cell carcinoma,votrient,29,8.62,1838,24,4,1,0.828,patient_reported_not_prescribing_guidance
renal cell carcinoma,sunitinib,16,8.12,868,12,2,2,0.750,patient_reported_not_prescribing_guidance
renal cell carcinoma,sutent,14,8.14,854,10,2,2,0.714,patient_reported_not_prescribing_guidance
renal cell carcinoma,nexavar,2,10.00,55,2,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,sorafenib,2,10.00,55,2,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,nivolumab,2,5.50,21,1,0,1,0.500,patient_reported_not_prescribing_guidance
renal cell carcinoma,aldesleukin,1,10.00,13,1,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,proleukin,1,10.00,13,1,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,avastin,1,8.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,bevacizumab,1,8.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,medroxyprogesterone,1,7.00,14,0,1,0,0.000,patient_reported_not_prescribing_guidance
renal cell carcinoma,provera,1,7.00,14,0,1,0,0.000,patient_reported_not_prescribing_guidance
renal tubular acidosis,potassium citrate,1,5.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
restless legs syndrome,ropinirole,154,6.75,3443,82,36,36,0.532,patient_reported_not_prescribing_guidance
restless legs syndrome,pramipexole,107,7.21,3154,67,15,25,0.626,patient_reported_not_prescribing_guidance
restless legs syndrome,tramadol,71,8.72,2287,60,7,4,0.845,patient_reported_not_prescribing_guidance
restless legs syndrome,mirapex,69,7.64,2748,47,10,12,0.681,patient_reported_not_prescribing_guidance
restless legs syndrome,requip,65,6.83,2401,36,14,15,0.554,patient_reported_not_prescribing_guidance
restless legs syndrome,gabapentin,53,8.19,2843,42,6,5,0.792,patient_reported_not_prescribing_guidance
restless legs syndrome,clonazepam,28,8.07,1186,20,5,3,0.714,patient_reported_not_prescribing_guidance
restless legs syndrome,neupro,21,8.71,499,18,2,1,0.857,patient_reported_not_prescribing_guidance
restless legs syndrome,rotigotine,21,8.71,499,18,2,1,0.857,patient_reported_not_prescribing_guidance
restless legs syndrome,carbidopa levodopa,16,8.31,530,13,2,1,0.812,patient_reported_not_prescribing_guidance
restless legs syndrome,gabapentin enacarbil,13,7.54,403,9,1,3,0.692,patient_reported_not_prescribing_guidance
restless legs syndrome,horizant,12,8.00,400,9,1,2,0.750,patient_reported_not_prescribing_guidance
restless legs syndrome,sinemet,9,7.44,413,6,2,1,0.667,patient_reported_not_prescribing_guidance
restless legs syndrome,neurontin,5,8.60,518,5,0,0,1.000,patient_reported_not_prescribing_guidance
restless legs syndrome,ultram,5,8.00,157,2,3,0,0.400,patient_reported_not_prescribing_guidance
restless legs syndrome,klonopin,5,7.00,402,3,0,2,0.600,patient_reported_not_prescribing_guidance
restless legs syndrome,pregabalin,3,9.00,56,3,0,0,1.000,patient_reported_not_prescribing_guidance
restless legs syndrome,clonidine,3,7.00,70,2,0,1,0.667,patient_reported_not_prescribing_guidance
restless legs syndrome,lyrica,1,9.00,48,1,0,0,1.000,patient_reported_not_prescribing_guidance
restless legs syndrome,gabarone,1,4.00,51,0,0,1,0.000,patient_reported_not_prescribing_guidance
restless legs syndrome,lamotrigine,1,1.00,5,0,0,1,0.000,patient_reported_not_prescribing_guidance
reversal of opioid sedation,naloxone,4,7.25,15,3,0,1,0.750,patient_reported_not_prescribing_guidance
reversal of opioid sedation,narcan injection,2,4.50,10,1,0,1,0.500,patient_reported_not_prescribing_guidance
reversal of opioid sedation,evzio,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,adalimumab,79,6.72,4017,47,10,22,0.595,patient_reported_not_prescribing_guidance
rheumatoid arthritis,humira,78,6.72,4016,47,9,22,0.603,patient_reported_not_prescribing_guidance
rheumatoid arthritis,etanercept,75,8.44,3036,61,8,6,0.813,patient_reported_not_prescribing_guidance
rheumatoid arthritis,enbrel,71,8.38,3025,57,8,6,0.803,patient_reported_not_prescribing_guidance
rheumatoid arthritis,methotrexate,65,7.00,4750,35,19,11,0.538,patient_reported_not_prescribing_guidance
rheumatoid arthritis,hydroxychloroquine,62,6.94,4083,31,18,13,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,rituximab,46,7.61,1906,31,8,7,0.674,patient_reported_not_prescribing_guidance
rheumatoid arthritis,leflunomide,35,7.00,2340,20,9,6,0.571,patient_reported_not_prescribing_guidance
rheumatoid arthritis,golimumab,34,7.12,1025,23,2,9,0.676,patient_reported_not_prescribing_guidance
rheumatoid arthritis,tofacitinib,32,6.16,984,15,5,12,0.469,patient_reported_not_prescribing_guidance
rheumatoid arthritis,plaquenil,30,7.00,2957,15,9,6,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,simponi,28,7.50,981,21,1,6,0.750,patient_reported_not_prescribing_guidance
rheumatoid arthritis,xeljanz,28,5.86,981,12,5,11,0.429,patient_reported_not_prescribing_guidance
rheumatoid arthritis,infliximab,24,8.38,784,19,2,3,0.792,patient_reported_not_prescribing_guidance
rheumatoid arthritis,prednisone,24,7.96,1841,18,3,3,0.750,patient_reported_not_prescribing_guidance
rheumatoid arthritis,remicade,23,8.30,781,18,2,3,0.783,patient_reported_not_prescribing_guidance
rheumatoid arthritis,meloxicam,23,6.04,1141,12,3,8,0.522,patient_reported_not_prescribing_guidance
rheumatoid arthritis,sulfasalazine,23,5.87,1349,9,6,8,0.391,patient_reported_not_prescribing_guidance
rheumatoid arthritis,abatacept,19,7.21,1062,12,3,4,0.632,patient_reported_not_prescribing_guidance
rheumatoid arthritis,orencia,19,7.21,1062,12,3,4,0.632,patient_reported_not_prescribing_guidance
rheumatoid arthritis,arava,18,7.11,1842,10,6,2,0.556,patient_reported_not_prescribing_guidance
rheumatoid arthritis,diclofenac,17,7.82,358,12,3,2,0.706,patient_reported_not_prescribing_guidance
rheumatoid arthritis,celecoxib,15,8.47,807,12,2,1,0.800,patient_reported_not_prescribing_guidance
rheumatoid arthritis,celebrex,13,9.00,800,11,2,0,0.846,patient_reported_not_prescribing_guidance
rheumatoid arthritis,tocilizumab,12,7.92,466,7,4,1,0.583,patient_reported_not_prescribing_guidance
rheumatoid arthritis,actemra,11,8.00,465,7,3,1,0.636,patient_reported_not_prescribing_guidance
rheumatoid arthritis,methylprednisolone,10,8.00,302,8,1,1,0.800,patient_reported_not_prescribing_guidance
rheumatoid arthritis,naproxen,10,6.40,383,4,4,2,0.400,patient_reported_not_prescribing_guidance
rheumatoid arthritis,acetaminophen hydrocodone,9,7.56,675,6,1,2,0.667,patient_reported_not_prescribing_guidance
rheumatoid arthritis,mobic,9,6.89,705,6,1,2,0.667,patient_reported_not_prescribing_guidance
rheumatoid arthritis,rituxan,8,6.38,583,5,0,3,0.625,patient_reported_not_prescribing_guidance
rheumatoid arthritis,tramadol,6,9.17,266,6,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,esomeprazole naproxen,6,8.83,114,5,1,0,0.833,patient_reported_not_prescribing_guidance
rheumatoid arthritis,vimovo,6,8.83,114,5,1,0,0.833,patient_reported_not_prescribing_guidance
rheumatoid arthritis,triamcinolone,5,9.80,72,5,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,arthrotec,5,8.20,173,4,1,0,0.800,patient_reported_not_prescribing_guidance
rheumatoid arthritis,diclofenac misoprostol,5,8.20,173,4,1,0,0.800,patient_reported_not_prescribing_guidance
rheumatoid arthritis,kenalog-40,4,10.00,71,4,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,xeljanz xr,4,8.25,3,3,0,1,0.750,patient_reported_not_prescribing_guidance
rheumatoid arthritis,piroxicam,4,7.75,50,2,2,0,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,aleve,4,7.25,193,2,1,1,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,sulfazine,4,4.75,354,1,1,2,0.250,patient_reported_not_prescribing_guidance
rheumatoid arthritis,simponi aria,4,4.50,35,1,1,2,0.250,patient_reported_not_prescribing_guidance
rheumatoid arthritis,azathioprine,4,3.25,55,1,0,3,0.250,patient_reported_not_prescribing_guidance
rheumatoid arthritis,ibuprofen,3,10.00,71,3,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,voltaren,3,8.33,121,2,1,0,0.667,patient_reported_not_prescribing_guidance
rheumatoid arthritis,feldene,3,7.00,33,1,2,0,0.333,patient_reported_not_prescribing_guidance
rheumatoid arthritis,aspirin,2,10.00,22,2,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,auranofin,2,10.00,25,2,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,ridaura,2,10.00,25,2,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,vicodin,2,9.50,221,2,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,acetaminophen tramadol,2,9.00,66,2,0,0,1.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,certolizumab,2,7.00,87,1,1,0,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,cimzia,2,7.00,87,1,1,0,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,mycophenolate mofetil,2,7.00,55,1,1,0,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,doxycycline,2,5.50,19,1,0,1,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,nabumetone,2,5.50,75,0,1,1,0.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,oxaprozin,2,5.50,24,0,1,1,0.000,patient_reported_not_prescribing_guidance
rheumatoid arthritis,imuran,2,4.50,42,1,0,1,0.500,patient_reported_not_prescribing_guidance
rheumatoid arthritis,absorbine jr.,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
